Year,Week_Number,Month,Day,Moon_Category,RBB,WSB,CLRSKY_SFC_PAR_TOT,ALLSKY_SFC_UVA,ALLSKY_SFC_UVB,T2M,T2M_MIN,T2M_MAX,RH2M,PRECTOTCORR,WS2M,WS2M_MAX,WS2M_MIN,WD2M,GWETTOP
2022,48,11,27,0,4,1,10.92,1.23,0.04,26.27,22.41,30.71,84.33,4.29,0.83,1.59,0.33,138.9,0.88
2022,49,12,4,3,3,2,10.72,1.22,0.04,25.80,22.44,30.10,86.19,2.08,1.01,1.94,0.43,182.73,0.87
2022,50,12,11,4,6,26,10.69,1.24,0.04,25.95,22.19,30.44,85.19,2.58,1.01,1.96,0.41,148.65,0.85
2022,51,12,18,5,651,51,10.67,1.12,0.03,25.64,22.32,29.60,85.89,4.82,0.93,1.87,0.36,141.06,0.86
2022,52,12,25,0,38,6,10.57,1.15,0.03,25.47,22.08,29.55,86.26,5.67,1.03,1.99,0.42,175.68,0.85
2023,2,1,8,3,399,10,10.75,1.09,0.03,25.28,21.57,29.60,85.05,3.04,0.94,1.94,0.33,111.21,0.85
2023,3,1,15,5,2340,6,10.82,1.09,0.03,25.19,21.90,29.26,86.00,6.58,1.03,2.03,0.38,167.06,0.85
2023,4,1,22,7,5869,11,11.01,1.11,0.03,25.62,21.96,29.92,85.15,3.79,0.93,1.84,0.35,131.54,0.85
2023,5,1,29,1,4024,24,11.14,1.17,0.04,25.39,21.59,29.86,84.33,4.08,0.98,1.93,0.36,138.3,0.85
2023,6,2,5,3,1011,54,11.35,1.2,0.04,25.39,21.30,30.42,84.21,2.13,1.19,2.26,0.48,127.57,0.83
2023,7,2,12,5,625,25,11.58,1.2,0.04,25.32,21.06,30.27,83.94,4.55,1.14,2.20,0.44,120.94,0.82
2023,8,2,19,7,7025,10,11.81,1.21,0.04,25.21,20.87,30.30,83.04,2.96,1.19,2.27,0.46,123.38,0.81
2023,9,2,26,0,1045,4,11.99,1.29,0.04,25.85,21.44,30.89,82.32,3.35,1.04,2.10,0.38,125.26,0.8
2023,10,3,5,3,2374,6,12.19,1.35,0.04,26.04,21.57,31.22,81.91,2.22,1.13,2.24,0.45,121.8,0.79
2023,11,3,12,5,4803,9,12.31,1.38,0.04,26.06,21.64,31.39,81.53,6.83,1.04,2.04,0.36,138.76,0.79
2023,12,3,19,7,8088,7,12.48,1.36,0.04,26.44,22.18,31.32,82.03,6.84,0.95,1.93,0.32,123.73,0.79
2023,13,3,26,0,3505,7,12.46,1.38,0.05,26.20,21.89,31.22,81.19,4.36,1.08,2.27,0.33,115.03,0.78
2023,14,4,2,3,986,4,12.44,1.37,0.04,26.47,22.46,31.20,81.52,7.29,0.93,1.86,0.28,168.39,0.78
2023,15,4,9,4,4267,2,12.41,1.35,0.04,26.43,22.62,30.99,82.61,7.49,1.15,2.25,0.45,167.05,0.79
2023,16,4,16,6,18124,0,12.34,1.34,0.04,26.53,22.79,31.19,82.97,7.69,1.22,2.30,0.46,214.77,0.79
2023,17,4,23,0,284,0,12.36,1.38,0.04,27.02,23.21,31.63,81.86,9.68,1.05,2.08,0.37,152.79,0.79
2023,18,4,30,3,683,1,12.33,1.33,0.04,26.85,23.22,31.24,82.08,6.61,0.96,1.93,0.33,174.91,0.79
2023,19,5,7,3,736,0,12.24,1.34,0.04,26.93,23.48,31.27,83.36,4.74,1.07,2.12,0.41,185.88,0.78
2023,20,5,14,5,66,0,12.03,1.24,0.04,26.88,23.57,30.94,84.68,13.48,0.92,1.78,0.36,189.14,0.81
2023,21,5,21,0,94,1,12.02,1.31,0.04,26.60,23.49,30.46,84.98,11.35,0.89,1.73,0.36,182.52,0.82
2023,22,5,28,1,958,1,11.9,1.24,0.04,26.39,23.37,30.25,85.16,12.24,1.02,1.99,0.39,196.98,0.84
2023,23,6,4,3,1484,6,11.86,1.23,0.04,26.30,23.10,30.27,85.45,20.15,1.00,1.89,0.41,202.68,0.86
2023,24,6,11,5,57,9,11.76,1.26,0.04,26.31,23.04,30.52,84.39,24.19,0.95,1.79,0.43,217.58,0.88
2023,25,6,18,7,16,2,11.84,1.32,0.04,26.31,23.11,30.24,84.85,8.59,0.85,1.60,0.35,186.5,0.87
2023,26,6,25,1,275,2,11.83,1.27,0.04,26.15,22.97,30.07,84.89,10.10,0.93,1.79,0.38,200.63,0.87
2023,27,7,2,3,2,4,11.82,1.3,0.04,25.83,22.81,29.60,85.86,8.73,0.97,1.83,0.45,213.81,0.88
2023,28,7,9,5,6,21,11.79,1.2,0.04,25.61,22.57,29.48,85.99,17.20,1.05,2.01,0.46,193.33,0.89
2023,29,7,16,7,160,21,11.83,1.22,0.04,25.94,22.72,29.96,85.69,6.44,1.17,2.27,0.49,206,0.89
2023,30,7,23,1,6400,4,11.87,1.25,0.04,25.66,22.72,29.48,86.20,7.43,1.21,2.36,0.56,229.48,0.88
2023,31,7,30,3,2500,20,11.86,1.19,0.04,25.58,22.49,29.65,85.55,7.50,1.17,2.38,0.49,221.76,0.89
2023,32,8,6,4,200,8,12.05,1.32,0.04,25.82,22.39,30.13,85.02,5.00,1.15,2.12,0.53,200.2,0.87
2023,33,8,13,7,495,9,12.04,1.28,0.04,25.79,22.69,29.85,84.95,7.06,1.03,2.03,0.44,224.41,0.87
2023,34,8,20,0,3662,11,12.1,1.26,0.04,25.78,22.60,29.87,84.67,8.25,1.04,1.99,0.45,223.08,0.88
2023,35,8,27,2,4245,8,12.14,1.28,0.04,25.86,22.74,29.95,84.98,7.63,1.16,2.15,0.52,219.12,0.88
2023,36,9,3,4,8482,6,12.13,1.28,0.04,26.05,22.66,30.37,84.65,5.64,1.06,2.11,0.45,219.15,0.87
2023,37,9,10,6,727,3,11.96,1.17,0.04,25.84,22.85,29.74,85.91,6.39,1.23,2.36,0.52,207.79,0.87
2023,38,9,17,7,2521,6,11.89,1.25,0.04,25.81,22.53,30.09,85.25,10.54,1.10,2.10,0.45,220.15,0.88
2023,39,9,24,1,1924,7,11.94,1.26,0.04,26.15,22.99,30.44,84.63,5.68,1.05,2.07,0.40,226.47,0.87
2023,40,10,1,3,451,4,11.87,1.25,0.04,26.08,22.87,30.17,85.13,7.14,1.06,2.07,0.44,214.28,0.87
2023,41,10,8,5,4628,2,11.66,1.21,0.04,26.15,23.14,30.27,85.50,10.16,1.09,2.19,0.39,223.87,0.87
2023,42,10,15,7,708,3,11.48,1.18,0.04,25.95,23.03,29.99,86.35,10.97,1.13,2.19,0.44,221.21,0.88
2023,43,10,22,1,1031,1,11.52,1.22,0.04,26.00,22.91,29.97,86.00,13.87,0.95,1.90,0.33,201.14,0.89
2023,44,10,29,3,2489,2,11.37,1.2,0.04,25.84,22.75,29.87,86.90,14.51,1.17,2.36,0.46,209.28,0.91
2023,45,11,5,5,433,7,11.21,1.24,0.04,26.26,22.60,30.65,84.41,4.86,0.89,1.83,0.32,183.01,0.9
2023,46,11,12,7,669,8,11.2,1.27,0.04,26.09,22.67,30.22,85.88,6.66,0.89,1.77,0.37,171.01,0.89
2023,47,11,19,0,17,5,11.01,1.22,0.04,26.01,22.58,30.12,85.44,4.02,0.89,1.74,0.33,169.95,0.89
2023,48,11,26,3,100,11,10.93,1.23,0.04,26.34,22.55,30.73,84.54,4.73,0.85,1.62,0.34,138.98,0.88
2023,49,12,3,4,9,13,10.76,1.22,0.04,25.92,22.49,30.20,86.13,2.34,1.00,1.91,0.43,170.56,0.87
2023,50,12,10,7,6,25,10.73,1.25,0.04,26.08,22.29,30.55,85.13,2.69,0.99,1.95,0.41,145.88,0.85
2023,51,12,17,0,543,44,10.71,1.15,0.04,25.74,22.18,29.88,85.53,4.19,0.94,1.86,0.38,134.83,0.85
2023,52,12,24,3,49,6,10.61,1.14,0.04,25.60,22.09,29.73,86.04,5.25,1.04,2.01,0.43,166.99,0.85
2023,53,12,31,4,419,7,10.67,1.14,0.04,25.56,22.05,29.78,86.12,6.29,0.95,1.83,0.39,124.1,0.85
2024,1,1,7,7,20525,24,10.8,1.14,0.04,25.40,21.66,29.66,86.18,3.06,1.08,2.12,0.44,104.2,0.84
2024,2,1,14,0,358,96,10.77,1.09,0.03,25.41,21.65,29.74,85.04,3.05,0.95,1.95,0.34,108.71,0.85
2024,3,1,21,1,2272,45,10.93,1.08,0.03,25.27,21.91,29.39,86.09,6.85,1.04,2.09,0.37,154.32,0.85
2024,4,1,28,4,8153,10,11.02,1.11,0.04,25.51,21.80,29.86,85.13,3.44,0.97,1.91,0.36,123.45,0.84
2024,5,2,4,5,3536,25,11.2,1.15,0.04,25.40,21.71,29.78,84.91,4.82,0.99,1.97,0.36,131.86,0.84
2024,6,2,11,7,929,54,11.38,1.2,0.04,25.42,21.38,30.42,84.21,2.13,1.18,2.26,0.46,121.75,0.83
2024,7,2,18,1,750,29,11.62,1.22,0.04,25.29,20.91,30.41,83.72,3.98,1.18,2.27,0.46,115.58,0.82
2024,8,2,25,3,6259,16,11.85,1.22,0.04,25.34,20.87,30.54,82.99,3.40,1.18,2.27,0.44,119.92,0.81
2024,9,3,3,5,994,5,12.02,1.29,0.04,25.85,21.38,30.91,82.31,3.09,1.09,2.18,0.40,118.93,0.8
2024,10,3,10,7,2109,7,12.22,1.36,0.05,26.09,21.51,31.38,81.46,1.91,1.17,2.29,0.46,116.21,0.78
2024,11,3,17,1,4234,8,12.32,1.39,0.05,26.11,21.53,31.53,80.89,5.93,1.07,2.10,0.36,128.97,0.78
2024,12,3,24,3,8000,7,12.49,1.38,0.05,26.46,22.07,31.49,81.36,5.87,0.99,1.98,0.35,115.06,0.78
2024,13,3,31,5,3960,8,12.5,1.39,0.05,26.43,22.01,31.48,80.81,3.97,1.07,2.22,0.34,111.22,0.77
2024,14,4,7,7,853,5,12.49,1.39,0.04,26.56,22.43,31.45,81.10,6.38,0.98,1.94,0.31,156.7,0.76
2024,15,4,14,1,3659,2,12.45,1.37,0.04,26.62,22.54,31.40,81.30,6.54,1.15,2.24,0.42,154.47,0.77
2024,16,4,21,3,15922,5,12.37,1.36,0.04,26.78,22.87,31.57,82.16,7.10,1.18,2.26,0.44,198.42,0.77
2024,17,4,28,4,446,3,12.39,1.4,0.04,27.19,23.27,31.92,81.36,8.47,1.07,2.10,0.38,145.07,0.77
2024,18,5,5,7,678,4,12.35,1.34,0.04,27.01,23.25,31.50,81.58,6.04,0.95,1.92,0.34,163.38,0.77
2024,19,5,12,0,636,2,12.28,1.37,0.04,27.09,23.56,31.53,82.61,5.63,1.05,2.09,0.39,180.25,0.77
2024,20,5,19,3,68,4,12.07,1.27,0.04,27.05,23.63,31.22,84.06,12.66,0.92,1.80,0.35,180.17,0.79
2024,21,5,26,4,298,5,12.03,1.32,0.04,26.86,23.62,30.90,84.33,11.22,0.89,1.73,0.35,181.19,0.8
2024,22,6,2,7,831,7,11.95,1.27,0.04,26.64,23.51,30.65,84.66,11.01,1.02,1.97,0.40,189.01,0.81
2024,23,6,9,0,1284,8,11.87,1.25,0.04,26.44,23.27,30.44,85.21,18.55,0.99,1.91,0.39,208.46,0.84
2024,24,6,16,1,54,15,11.77,1.26,0.04,26.39,23.17,30.59,84.28,22.20,0.95,1.80,0.43,220.26,0.85
2024,25,6,23,4,24,10,11.83,1.3,0.04,26.32,23.12,30.26,84.74,9.05,0.86,1.63,0.35,189.67,0.85
2024,26,6,30,5,239,6,11.86,1.27,0.04,26.22,23.07,30.07,84.96,10.58,0.92,1.76,0.38,194.86,0.86
2024,27,7,7,7,2,12,11.81,1.29,0.04,25.94,22.86,29.78,85.69,9.20,0.95,1.79,0.45,209.8,0.86
2024,28,7,14,1,5,38,11.81,1.2,0.04,25.63,22.70,29.38,86.49,18.29,1.10,2.10,0.48,201.84,0.89
2024,29,7,21,3,207,64,11.82,1.21,0.04,25.92,22.73,29.98,85.74,7.20,1.18,2.31,0.50,208.88,0.88
2024,30,7,28,5,5497,35,11.85,1.25,0.04,25.74,22.75,29.64,85.93,6.78,1.19,2.30,0.54,225.55,0.87
2024,31,8,4,7,2147,31,-91.29,-100.87,-101.9,25.74,22.61,29.86,85.22,7.03,1.13,2.29,0.48,220.82,0.87
2024,32,8,11,1,177,37,-132.38,-141.58,-142.68,25.95,22.49,30.28,84.79,4.91,1.12,2.05,0.52,198.1,0.86
2024,33,8,18,3,589,29,-132.39,-141.62,-142.68,26.00,22.80,30.10,84.56,7.06,1.00,1.94,0.43,216.02,0.86
2024,34,8,25,4,3192,36,-132.35,-141.63,-142.68,25.93,22.69,30.07,84.58,8.44,1.04,1.97,0.47,216.23,0.87
2024,35,9,1,7,3652,26,-132.3,-141.62,-142.68,25.84,22.78,29.87,85.27,7.21,1.18,2.22,0.52,222.29,0.87
2024,36,9,8,1,7286,29,-132.31,-141.62,-142.68,26.18,22.74,30.57,84.31,5.73,1.05,2.08,0.46,216.05,0.86
2024,37,9,15,3,868,16,-132.46,-141.71,-142.68,25.81,22.94,29.62,86.31,8.22,1.34,2.58,0.53,213.22,0.87
2024,38,9,22,4,2538,13,-132.52,-141.65,-142.68,25.84,22.57,30.06,85.45,10.19,1.12,2.15,0.46,213.48,0.88
2024,39,9,29,7,1767,25,-132.48,-141.63,-142.68,26.19,23.02,30.49,84.76,5.33,1.05,2.05,0.41,222.7,0.86
2024,40,10,6,0,454,43,-132.54,-141.65,-142.68,26.17,22.97,30.30,85.05,6.79,1.05,2.04,0.43,214.8,0.86
2024,41,10,13,3,4110,37,-132.72,-141.68,-142.68,26.31,23.23,30.51,85.14,9.49,1.05,2.10,0.38,219.36,0.86
2024,42,10,20,4,1453,22,-132.87,-141.7,-142.68,26.00,23.15,29.97,86.64,10.80,1.14,2.20,0.44,223.75,0.88
2024,43,10,27,5,900,6,-132.84,-141.67,-142.68,25.96,23.03,29.79,86.47,14.59,1.14,2.22,0.42,208.35,0.89
2024,44,11,3,0,2157,23,-132.97,-141.69,-142.68,25.93,22.81,30.00,86.55,12.89,1.15,2.32,0.45,211.22,0.9
2024,45,11,10,1,578,36,-133.11,-141.65,-142.68,26.33,22.73,30.71,84.45,4.53,0.87,1.81,0.31,187.42,0.89
2024,46,11,17,3,807,19,-133.12,-141.63,-142.68,26.22,22.82,30.35,85.82,6.33,0.89,1.77,0.36,169.64,0.89
2024,47,11,24,5,17,11,-133.27,-141.67,-142.68,26.07,22.61,30.21,85.60,3.69,0.93,1.81,0.35,159.14,0.88
2024,48,12,1,7,85,25,-133.34,-141.66,-142.68,26.32,22.64,30.61,85.00,5.09,0.86,1.66,0.35,134.07,0.87
2024,49,12,8,1,8,29,-133.49,-141.66,-142.68,26.05,22.60,30.25,85.61,2.88,0.96,1.86,0.40,164.69,0.86
2024,50,12,15,3,14,55,-133.51,-141.64,-142.68,26.11,22.33,30.57,85.04,2.87,0.98,1.91,0.41,139.12,0.85
2024,51,12,22,5,466,68,-133.54,-141.73,-142.68,25.78,22.32,29.91,85.74,4.02,0.95,1.89,0.37,144.11,0.85
2024,52,12,29,7,42,31,-133.62,-141.74,-142.68,25.65,22.22,29.73,86.26,5.46,1.02,1.94,0.43,169.75,0.85
2025,2,1,12,3,353,124,10.73,1.09,0.03,25.42,21.75,29.70,85.33,3.39,0.95,1.93,0.33,111.73,0.84
2025,3,1,19,4,2053,106,10.92,1.09,0.03,25.32,21.88,29.52,86.07,7.15,1.05,2.11,0.39,147.04,0.85
2025,4,1,26,7,7134,79,11,1.12,0.03,25.63,21.90,29.96,85.10,4.20,0.94,1.86,0.35,124.3,0.84
2025,5,2,2,0,3094,119,11.2,1.15,0.04,25.40,21.74,29.75,85.13,4.95,1.00,1.99,0.37,129.68,0.84
2025,6,2,9,3,818,82,11.36,1.19,0.04,25.44,21.49,30.32,84.43,2.19,1.14,2.19,0.44,117.98,0.83
2025,7,2,16,4,1208,45,11.62,1.2,0.04,25.28,21.04,30.27,84.12,3.62,1.18,2.27,0.47,112.71,0.82
2025,8,2,23,6,5497,25,11.85,1.22,0.04,25.35,20.99,30.48,83.37,3.51,1.18,2.28,0.44,121.16,0.81
2025,9,3,2,7,898,36,12.01,1.26,0.04,25.87,21.50,30.85,82.70,3.05,1.11,2.23,0.41,115.41,0.8
2025,10,3,9,1,1989,33,12.2,1.34,0.04,26.05,21.59,31.22,82.13,2.49,1.17,2.27,0.47,114.37,0.79
2025,11,3,16,4,7707,14,12.32,1.38,0.05,26.12,21.59,31.44,81.19,5.50,1.08,2.11,0.38,124.48,0.78
2025,12,3,23,5,7358,18,12.47,1.36,0.05,26.45,22.17,31.36,81.70,6.49,0.99,1.97,0.34,113.26,0.78
2025,13,3,30,7,3474,13,12.47,1.37,0.05,26.47,22.17,31.44,81.22,4.73,1.06,2.16,0.34,122.39,0.78
2025,14,4,6,1,835,15,12.47,1.38,0.04,26.58,22.47,31.42,81.24,6.06,0.98,1.94,0.32,153.36,0.77
2025,15,4,13,3,4221,9,12.46,1.38,0.04,26.67,22.62,31.43,81.60,6.62,1.12,2.17,0.42,153.46,0.78
2025,16,4,20,5,14070,6,12.39,1.36,0.04,26.82,22.93,31.59,82.22,6.82,1.15,2.21,0.43,191.42,0.77
2025,17,4,27,7,404,9,12.4,1.38,0.04,27.14,23.24,31.79,81.51,7.89,1.06,2.08,0.37,145.16,0.77
2025,18,5,4,1,597,10,12.34,1.33,0.04,26.95,23.22,31.43,81.97,7.93,0.94,1.87,0.34,166.71,0.78
2025,19,5,11,3,656,11,12.26,1.36,0.04,27.02,23.55,31.36,83.00,6.51,1.02,2.02,0.38,186.03,0.78
2025,20,5,18,4,69,8,12.07,1.27,0.04,27.01,23.58,31.18,84.33,13.33,0.93,1.81,0.36,174.15,0.81
2025,21,5,25,7,267,8,12.04,1.32,0.04,26.78,23.54,30.81,84.70,12.98,0.90,1.74,0.36,173.4,0.82
2025,22,6,1,1,728,11,11.94,1.28,0.04,26.71,23.60,30.69,84.74,10.84,0.98,1.88,0.38,186.53,0.82
2025,23,6,8,3,1125,9,11.83,1.23,0.04,26.33,23.32,30.19,85.89,17.44,1.05,2.01,0.42,214.55,0.85
2025,24,6,15,4,278,22,11.77,1.27,0.04,26.36,23.13,30.50,84.55,20.61,0.96,1.83,0.43,217.46,0.86
2025,25,6,22,7,22,18,11.82,1.3,0.04,26.27,23.08,30.17,84.97,9.43,0.89,1.67,0.36,190.73,0.86
2025,26,6,29,0,209,23,11.84,1.26,0.04,26.11,23.09,29.82,85.54,9.89,0.97,1.84,0.42,203.07,0.86
2025,27,7,6,2,4,27,11.79,1.28,0.04,25.91,22.84,29.74,85.79,8.98,0.96,1.80,0.45,213.85,0.87
2025,28,7,13,4,93,41,11.82,1.2,0.04,25.55,22.73,29.22,86.84,18.31,1.13,2.15,0.50,208.14,0.89
2025,29,7,20,7,251,64,11.8,1.19,0.04,25.82,22.75,29.74,86.26,7.96,1.27,2.43,0.54,213.28,0.89
2025,30,7,27,0,4810,36,11.85,1.25,0.04,25.76,22.74,29.70,85.91,6.30,1.19,2.31,0.55,224.94,0.88
2025,31,8,3,1,1890,36,-150.59,-159.54,-160.52,25.82,22.62,29.95,85.20,6.51,1.12,2.24,0.48,213.53,0.88
2025,32,8,10,4,452,39,-240.71,-248.76,-249.72,25.97,22.54,30.29,84.80,5.46,1.10,2.02,0.51,200.19,0.87
2025,33,8,17,5,639,32,-240.72,-248.79,-249.72,25.97,22.78,30.08,84.64,8.68,0.99,1.92,0.42,217.34,0.87
2025,34,8,24,7,2824,36,-240.68,-248.81,-249.72,25.85,22.70,29.90,84.97,8.59,1.06,1.98,0.48,215.95,0.88
2025,35,8,31,1,3260,30,-240.64,-248.79,-249.72,25.66,22.72,29.55,85.83,7.49,1.24,2.33,0.54,226.05,0.88
2025,36,9,7,3,8074,31,-240.65,-248.79,-249.72,26.15,22.71,30.47,84.49,6.17,1.03,2.03,0.45,209.37,0.87
2025,37,9,14,5,1647,24,-240.78,-248.88,-249.72,25.86,23.01,29.67,86.42,9.12,1.28,2.49,0.50,216.21,0.88
2025,38,9,21,7,2224,19,-240.83,-248.82,-249.72,25.85,22.64,30.05,85.60,9.77,1.12,2.16,0.46,216.24,0.88
2025,39,9,28,1,1566,29,-240.79,-248.8,-249.72,26.13,22.96,30.40,84.69,5.05,1.08,2.12,0.42,221.88,0.87
2025,40,10,5,3,482,43,-240.84,-248.81,-249.72,26.21,23.02,30.33,84.95,7.08,1.01,1.98,0.42,212.87,0.87
2025,41,10,12,5,4111,35,-241,-248.84,-249.72,26.20,23.18,30.33,85.42,10.44,1.09,2.15,0.39,220.84,0.87
2025,42,10,19,7,1287,25,-241.14,-248.86,-249.72,26.08,23.18,30.09,86.50,9.95,1.10,2.11,0.43,222.47,0.88
2025,43,10,26,0,806,16,-241.11,-248.84,-249.72,26.01,23.11,29.80,86.66,14.45,1.12,2.17,0.40,211.83,0.9
2025,44,11,2,3,2619,22,-241.22,-248.85,-249.72,25.90,22.85,29.94,86.82,12.22,1.13,2.28,0.44,216.27,0.9
2025,45,11,9,4,774,32,-241.34,-248.82,-249.72,26.20,22.76,30.42,85.02,5.17,0.93,1.95,0.34,196.4,0.89
2025,46,11,16,6,707,17,-241.35,-248.8,-249.72,26.12,22.86,30.18,86.30,7.23,0.87,1.78,0.34,177.73,0.89
2025,47,11,23,0,15,26,-241.49,-248.84,-249.72,26.03,22.67,30.10,85.93,4.94,0.89,1.75,0.34,164.59,0.88
2025,48,11,30,2,75,61,-241.55,-248.83,-249.72,26.26,22.74,30.42,85.56,5.99,0.86,1.66,0.33,148.32,0.88
2025,49,12,7,4,10,32,-241.68,-248.83,-249.72,26.00,22.69,30.13,85.93,4.16,0.95,1.87,0.39,176.34,0.87
2025,50,12,8,6,,,,,,25.44,21.99,29.44,87.31,4.65,1.10,2.11,0.49,124.25,0.85
2025,51,12,15,7,,,,,,25.24,21.93,29.16,87.45,5.81,1.12,2.15,0.48,117.71,0.85
2025,52,12,22,1,,,,,,25.03,21.76,28.91,87.46,7.19,1.11,2.16,0.47,105.82,0.85
